,Total_Reward
1661,-54.742065
1662,-510.38358
1663,-407.95795
1664,-155.12357
1665,-392.85294
1666,-135.58774
1667,-1785.0258
1668,-533.6321
1669,-54.565853
1670,-522.1924
1671,-377.53644
1672,-55.020668
1673,-341.37683
1674,-55.059517
1675,-717.5348
1676,-526.7301
1677,-168.78255
1678,-545.21265
1679,-64.671104
1680,-54.833664
1681,-110.06543
1682,-88.27173
1683,-558.1035
1684,-493.29785
1685,-501.2529
1686,-125.26332
1687,-54.9851
1688,-63.978672
1689,-55.120235
1690,-86.55423
1691,-373.09433
1692,-509.9361
1693,-472.41687
1694,-81.3876
1695,-54.760307
1696,-457.22015
1697,-504.9182
1698,-513.0718
1699,-44891.34
1700,-73.892166
1701,-64.96979
1702,-627.4727
1703,-68.62252
1704,-54.753597
1705,-589.77606
1706,-409.67267
1707,-4703.4976
1708,-55664.316
1709,-10534.25
1710,-77.7587
1711,-33602.742
1712,-54.800385
1713,-196.33112
1714,-2143.825
1715,-197.30167
1716,-54.590363
1717,-54.553555
1718,-518.57996
1719,-60.065063
1720,-510.98984
1721,-55.09544
1722,-473.63187
1723,-60.176743
1724,-428.45682
1725,-197.38138
1726,-461.16803
1727,-65.47389
1728,-194.77963
1729,-11301.162
1730,-81.88664
1731,-8326.048
1732,-197.39952
1733,-13813.921
1734,-196.5139
1735,-80.07542
1736,-553.9274
1737,-503.08167
1738,-196.48033
1739,-197.21399
1740,-54.817867
1741,-197.22842
1742,-8920.66
1743,-194.30577
1744,-14008.791
1745,-197.00304
1746,-197.12819
1747,-392.61227
1748,-196.35872
1749,-20099.693
1750,-196.97282
1751,-54.638813
1752,-196.92111
1753,-36294.773
1754,-197.14996
1755,-60.451397
1756,-86.82498
1757,-54.8953
1758,-329.8741
1759,-584.1032
1760,-3483.5225
1761,-63.90168
1762,-452.7032
1763,-471.17813
1764,-54.751076
1765,-197.32857
1766,-54.411266
1767,-197.18707
1768,-55.013897
1769,-197.338
1770,-54.39312
1771,-197.3846
1772,-196.56944
1773,-54.893787
1774,-54.854927
1775,-413.97998
1776,-3150.3142
1777,-407.22574
1778,-54.60127
1779,-196.20624
1780,-487.64008
1781,-54.719055
1782,-131.89905
1783,-54.70685
1784,-197.36905
1785,-197.12308
1786,-28818.855
1787,-408.08655
1788,-55.04356
1789,-196.99841
1790,-197.20175
1791,-65.71715
1792,-196.6506
1793,-69.99245
1794,-82.9226
1795,-196.31479
1796,-484.91022
1797,-197.254
1798,-197.03743
1799,-490.1081
1800,-871.6673
1801,-54.72616
1802,-70.1131
1803,-54.928986
1804,-713.13116
1805,-65.62071
1806,-196.6171
1807,-55.08394
1808,-91218.055
1809,-78461.89
1810,-54.635876
1811,-54.789925
1812,-630.5821
1813,-30869.441
1814,-54.62552
1815,-65.01415
1816,-433.97018
1817,-2476.5254
1818,-166.24835
1819,-196.51299
1820,-431.7583
1821,-261.02554
1822,-54.742245
1823,-512.6521
1824,-54.512493
1825,-196.14532
1826,-415.85086
1827,-196.73006
1828,-54.859177
1829,-54.42734
1830,-196.87479
1831,-515.487
1832,-196.22551
1833,-523.6793
1834,-54.614807
1835,-54.939857
1836,-54.854492
1837,-107.05293
1838,-54.88498
1839,-54.71056
1840,-491.8844
1841,-197.19998
1842,-130.16753
1843,-54.73555
1844,-413.9203
1845,-439.51215
1846,-12493.434
1847,-443.83087
1848,-196.72568
1849,-462.06802
1850,-196.28694
1851,-415.75473
1852,-78.31456
1853,-196.09198
1854,-111.65546
1855,-54.66743
1856,-379.28387
1857,-197.01607
1858,-54.75826
1859,-196.85481
1860,-54.801796
1861,-196.76527
1862,-85.320496
1863,-93.54176
1864,-54.685215
1865,-54.735813
1866,-195.70544
1867,-63.407406
1868,-54.79482
1869,-504.36194
1870,-196.6086
1871,-195.6194
1872,-196.64641
1873,-366.35602
1874,-54.520664
1875,-195.46042
1876,-54.64963
1877,-196.36331
1878,-195.49266
1879,-195.2049
1880,-114.8925
1881,-197.3415
1882,-82.94179
1883,-84.686966
1884,-489.9361
1885,-25762.744
1886,-196.85692
1887,-54.604675
1888,-474.08527
1889,-54.92822
1890,-196.79643
1891,-493.55017
1892,-197.15234
1893,-54.79149
1894,-448.19983
1895,-54.464832
1896,-197.3015
1897,-54.870316
1898,-59.60624
1899,-373.504
1900,-54.853317
1901,-85.69093
1902,-60.289722
1903,-444.96228
1904,-197.41666
1905,-54.701977
1906,-197.35986
1907,-155.20265
1908,-197.14275
1909,-54.838757
1910,-195.65048
1911,-197.14008
1912,-197.27252
1913,-91.6998
1914,-54.880035
1915,-600.26746
1916,-54.67945
1917,-54.60811
1918,-197.29659
1919,-197.20941
1920,-54.557297
1921,-415.41135
1922,-197.31456
1923,-196.94113
1924,-197.19844
1925,-54.585667
1926,-54.488827
1927,-197.02725
1928,-54.952515
1929,-11336.099
1930,-54.46138
1931,-196.29668
1932,-54.4591
1933,-196.56786
1934,-54.927032
1935,-59.96787
1936,-511.30075
1937,-5999.8857
1938,-54.95793
1939,-196.7112
1940,-54.762077
1941,-54.903316
1942,-197.09546
1943,-636.61835
1944,-54.73646
1945,-467.6772
1946,-11016.008
1947,-76.43704
1948,-196.15115
1949,-196.88388
1950,-195.31836
1951,-54.991497
1952,-54.70676
1953,-71.57982
1954,-23104.84
1955,-486.43695
1956,-19604.473
1957,-197.31421
1958,-197.29129
1959,-743.27344
1960,-54.783054
1961,-54.53634
1962,-54.72648
1963,-197.18948
1964,-197.14607
1965,-197.32263
1966,-196.90956
1967,-196.92957
1968,-54.584526
1969,-54.60884
1970,-196.70456
1971,-496.35898
1972,-54.77472
1973,-197.4849
1974,-140.46799
1975,-54.38388
1976,-545.56134
1977,-90.1642
1978,-25529.33
1979,-515.8042
1980,-196.70074
1981,-197.42014
1982,-197.33965
1983,-509.43777
1984,-197.15842
1985,-54.643803
1986,-573.0641
1987,-196.33125
1988,-196.77512
1989,-196.98099
1990,-197.48822
1991,-408.7431
1992,-54.6931
1993,-71.390785
1994,-197.40555
1995,-54.83261
1996,-54.52857
1997,-54.698166
1998,-54.735134
1999,-54.71039
