,Total_Reward
1713,83.21883
1714,83.21222
1715,-53.81271
1716,-54.077065
1717,-53.717995
1718,82.73392
1719,-54.059998
1720,-53.931095
1721,-53.930943
1722,-53.845936
1723,-71.39384
1724,75.946625
1725,79.20811
1726,-67.92944
1727,-53.835323
1728,84.91404
1729,84.711395
1730,-63.20606
1731,75.75884
1732,-62.13205
1733,-270.43256
1734,-54.734905
1735,-541.7154
1736,-53.799244
1737,63.559013
1738,-53.890476
1739,-54.021557
1740,-53.651398
1741,-197.31479
1742,-53.78594
1743,-53.939922
1744,-54.217155
1745,-197.17845
1746,83.62572
1747,84.681564
1748,-271.67584
1749,-53.883347
1750,-53.73326
1751,-53.912334
1752,-53.82413
1753,-53.74279
1754,-54.176567
1755,-232.04831
1756,82.50891
1757,-59.057426
1758,74.68746
1759,-54.12748
1760,-53.812378
1761,-53.749603
1762,-296.68988
1763,-53.665543
1764,-53.721424
1765,-53.833675
1766,-266.70108
1767,74.83454
1768,79.91927
1769,85.17975
1770,-266.44702
1771,-8865.556
1772,-272.6857
1773,-197.51093
1774,-53.847916
1775,82.96115
1776,-54.030407
1777,82.85277
1778,-66.51258
1779,82.38428
1780,79.05966
1781,-92.39754
1782,-54.167946
1783,-246.98509
1784,-54.115948
1785,-53.95856
1786,-53.741222
1787,-477.5586
1788,-514.8453
1789,-215.15454
1790,77.10643
1791,82.35183
1792,-53.611397
1793,-53.802593
1794,83.13848
1795,-197.31073
1796,-53.817657
1797,63.97615
1798,-74.61681
1799,-524.39856
1800,82.44972
1801,-53.998276
1802,-53.94736
1803,-197.09714
1804,-53.90794
1805,-73.15001
1806,-211.43594
1807,-53.728268
1808,-53.978405
1809,-10932.142
1810,-53.729908
1811,72.67284
1812,83.906456
1813,-54.112427
1814,-53.94194
1815,-366.15732
1816,-1203.726
1817,-197.23627
1818,80.977394
1819,-222.78493
1820,-53.986755
1821,74.01213
1822,80.44146
1823,-53.68242
1824,85.677475
1825,-53.724422
1826,-53.743355
1827,-319.12885
1828,78.792786
1829,-79.326706
1830,-53.754536
1831,84.69491
1832,-53.996246
1833,78.611404
1834,76.371414
1835,-56.795166
1836,-353.4069
1837,-53.860825
1838,83.82832
1839,84.72437
1840,83.0756
1841,-53.982082
1842,-53.997902
1843,-197.30537
1844,184.47711
1845,34.53487
1846,-60.677876
1847,-53.884335
1848,-5526.834
1849,-70.269775
1850,-54.185516
1851,-53.858776
1852,-53.78195
1853,77.10669
1854,82.83711
1855,-53.922234
1856,81.33804
1857,-347.25235
1858,-54.01983
1859,-53.813084
1860,-53.689926
1861,-42816.656
1862,-54.03904
1863,-53.85108
1864,-53.64968
1865,81.44842
1866,74.64621
1867,75.01422
1868,-53.683376
1869,80.28456
1870,75.09217
1871,-53.943974
1872,-54.135147
1873,82.36608
1874,-53.75437
1875,37.46958
1876,-54.3408
1877,72.65511
1878,83.395515
1879,-211.76761
1880,-197.2025
1881,-54.03534
1882,-53.891014
1883,82.87296
1884,-54.0681
1885,34.364525
1886,-54.14635
1887,75.14057
1888,74.69095
1889,81.83738
1890,-53.95269
1891,-53.77519
1892,-53.912453
1893,-230.27081
1894,-197.19913
1895,-53.693626
1896,-53.722954
1897,-231.94446
1898,35.085342
1899,-332.97705
1900,67.64383
1901,-61.60789
1902,-53.94898
1903,86.36343
1904,-208.1969
1905,-53.80492
1906,70.68693
1907,-58.00721
1908,68.34133
1909,-53.70981
1910,-53.916695
1911,-277.32794
1912,-60.61859
1913,-266.18323
1914,-53.84606
1915,87.919
1916,-73.08
1917,-63.2753
1918,-53.85865
1919,-54.102894
1920,-53.745586
1921,-228.88971
1922,-54.049137
1923,85.05667
1924,-90.43147
1925,-53.885944
1926,-54.014027
1927,-170.47525
1928,-254.56662
1929,-54.114494
1930,-53.918736
1931,-53.75182
1932,83.214294
1933,-53.73068
1934,-403.22687
1935,74.33928
1936,86.139435
1937,-70.93477
1938,-54.3978
1939,79.22146
1940,-53.734898
1941,81.01162
1942,80.407104
1943,38.205296
1944,83.57456
1945,-54.178493
1946,-197.28674
1947,-53.949528
1948,-54.09875
1949,88.8918
1950,-53.64949
1951,-54.106247
1952,-59.832108
1953,79.79763
1954,-53.7162
1955,82.68013
1956,-54.006813
1957,-53.971283
1958,85.179825
1959,86.49307
1960,-53.929626
1961,85.04532
1962,-299.19763
1963,-53.842907
1964,-54.069073
1965,75.53201
1966,86.34947
1967,-246.32162
1968,-2352.6016
1969,-38.46038
1970,-53.837463
1971,55.13675
1972,-197.26405
1973,79.03224
1974,-53.921898
1975,-53.77537
1976,-53.685852
1977,-54.309708
1978,-54.022316
1979,-61.89026
1980,86.52792
1981,-211.25258
1982,-54.082798
1983,89.38041
1984,-67.0831
1985,-60.216736
1986,-53.88645
1987,86.43953
1988,85.70271
1989,-54.012825
1990,74.83434
1991,-54.107628
1992,-54.55971
1993,-54.09271
1994,-197.35968
1995,-53.932518
1996,-53.92574
1997,73.53325
1998,-57.409615
1999,-327.26816
